pid,propertyLabel,propertyDescription,datatype,occurrences,file_count,sample_files,in_catalog
P481,Palissy ID,identifier in the Palissy database of moveable objects of French cultural heritage,external-id,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P482,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P483,recorded at studio or venue,studio or location where a musical composition/release was recorded,wikibase-item,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P484,"IMA Number, broad sense","identifier for a mineral per the International Mineralogical Association - Commission on New Minerals, Nomenclature and Classification (IMA-CNMNC)",external-id,7,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P485,archives at,the institution holding the subject's archives,wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P486,MeSH descriptor ID,identifier for Descriptor or Supplementary concept in the Medical Subject Headings controlled vocabulary,external-id,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P487,Unicode character,"Unicode character representing the item (only if this is not a control character or a compatiblity character: in that case, use only P4213)",string,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P488,chairperson,"presiding member of an organization, group or body",wikibase-item,5,3,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P489,currency symbol description,item with description of currency symbol,wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P490,provisional designation,designation of an astronomical body after its discovery and before its official name,string,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P491,orbit diagram,image with the diagram of the orbit of an astronomical body,commonsMedia,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P492,OMIM ID,"Online ""Mendelian Inheritance in Man"" catalogue codes for diseases, genes, or phenotypes",external-id,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P493,ICD-9 ID,identifier in the ICD catalogue codes for diseases – Version 9,external-id,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P494,ICD-10 ID,identifier in the ICD Terminology of Diseases - Version 10,external-id,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P495,country of origin,"country of origin of this item (creative work, food, phrase, product, etc.)",wikibase-item,4,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P496,ORCID iD,identifier for a person,external-id,4,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P500,exclave of,territory is legally or politically attached to a main territory with which it is not physically contiguous because of surrounding alien territory. It may also be an enclave.,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P501,enclave within,territory is entirely surrounded (enclaved) by the other territory,wikibase-item,10,5,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv | Subjects\LCC\lcc_P_PA_language_backbone.json | Subjects\lcc_flat.csv,yes
P505,general manager,general manager of a sports team. If they are also an on-field manager use P286 instead,wikibase-item,2,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P511,honorific prefix,"word or expression used before a name, in addressing or referring to a person",wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P514,interleaves with,stratigraphic relation in which two units overlap each other marginally,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P515,phase of matter,state or phase of the matter at which the measure was made,wikibase-item,3,3,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P523,temporal range start,the start of a process or appearance of a life form or geological unit relative to the geologic time scale,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P525,Swedish municipality code,"four-digit numeric identifier for a municipality in Sweden ""kommunkod""",external-id,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P527,has part(s),"part of this subject; inverse property of ""part of"" (P361). See also ""has parts of the class"" (P2670).",wikibase-item,22,11,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | JSON\chrystallum_schema.json | Relationships\relationship_types_registry_master.csv | Relationships\relationship_types_registry_master.pre_mapping_sync_2026-02-13.csv,yes
P530,diplomatic relation,diplomatic relations of the country,wikibase-item,3,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P531,diplomatic mission sent,"location of diplomatic mission, i.e. consulate of A in the capital city of B",wikibase-item,3,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P534,streak color,color of a mineral or material when abraded,wikibase-item,8,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P535,Find a Grave memorial ID,identifier of an individual's burial place in the Find a Grave database,external-id,4,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P542,officially opened by,person that officially opened the event or place,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P544,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P545,torch lit by,"person that lit the torch at an event, like the Olympic Games",wikibase-item,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P551,residence,"the place where the person is or has been, resident",wikibase-item,6,4,Key Files\2-12-26 Chrystallum Architecture - CONSOLIDATED.md | Relationships\relationship_types_registry_master.csv | Relationships\relationship_types_registry_master.pre_property_catalog_enrichment_2026-02-13.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P552,handedness,handedness of the person,wikibase-item,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P553,website account on,website that the person or organization has an account on (use with P554) Note: only used with reliable source or if the person or organization disclosed it.,wikibase-item,6,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P554,website username or ID,"username or identifier on a website that the person or movement has an account on, for use as qualifier of ""website account on"" (P553)",string,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P555,doubles record,win/lose balance for a player in doubles tournaments,string,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P556,crystal system,type of crystal for minerals and/or for crystal compounds,wikibase-item,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P557,DiseasesDB,identifier sourced on the Diseases Database,external-id,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P560,direction,relative direction of an entity,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P562,central bank/issuer,central bank or other issuing authority for the currency,wikibase-item,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P564,singles record,win/lose balance for a player in singles tournaments,string,10,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P565,crystal habit,the form and proportions of a crystal or mineral,wikibase-item,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P567,underlies,stratigraphic unit that this unit lies under (i.e. the overlying unit),wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P568,overlies,stratigraphic unit that this unit lies over (i.e. the underlying unit),wikibase-item,4,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P569,date of birth,date on which the subject was born,time,2,1,md\Architecture\Wikidata_SPARQL_Patterns.md,yes
P570,date of death,date on which the subject died,time,1,1,md\Architecture\Wikidata_SPARQL_Patterns.md,yes
P571,inception,time when an entity begins to exist; for date of official opening use P1619,time,5,4,Python\explore_wikidata_periods.py | Python\retrieve_all_wikidata_periods.py | Subjects\q1 query.txt | scripts\backbone\temporal\generate_period_taxonomy.py,yes
P572,,,,6,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P573,,,,4,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P574,year of publication of scientific name for taxon,year when this taxon was formally described (for animals); year when this taxon name was formally established (for plants),time,4,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P576,"dissolved, abolished or demolished date","point in time at which the subject (organisation, building) ceased to exist; see ""date of official closure"" (P3999) for closing a facility, ""service retirement"" (P730) for retiring equipment, ""discontinued date"" (P2669) for stopping a product",time,22,15,FAST\FASTTopical.marcxml | JSON\chrystallum_schema.json | Python\explore_wikidata_periods.py | Python\fast\key\FASTTopical_parsed.csv | Python\retrieve_all_wikidata_periods.py,yes
P578,Sandbox-TimeValue,"Sandbox property for value of type ""TimeValue""",time,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P580,start time,time an entity begins to exist or a statement starts being valid,time,18,15,JSON\chrystallum_schema.json | Neo4j\TEMPORAL_FACET_STRATEGY.md | Python\explore_wikidata_periods.py | Python\retrieve_all_wikidata_periods.py | Relationships\relationship_types_registry_master.csv,yes
P582,end time,moment when an entity ceases to exist and a statement stops being entirely valid or no longer be true,time,40,16,JSON\chrystallum_schema.json | Neo4j\TEMPORAL_FACET_STRATEGY.md | Python\explore_wikidata_periods.py | Python\retrieve_all_wikidata_periods.py | Relationships\relationship_types_registry_master.csv,yes
P583,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P584,,,,4,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P585,point in time,"date something took place, existed or a statement was true; for providing time use the ""refine date"" property (P4241)",time,7,5,"FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Python\retrieve_all_wikidata_periods.py | Relationships\wikidata_p_api_candidates_2026-02-13.csv | Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P586,IPNI author ID,numerical identifier for a person in the International Plant Names Index,external-id,28,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P589,point group,crystal subdivision,wikibase-item,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P597,Women's Tennis Association player ID,identifier for a female tennis player at the website of the Women's Tennis Association (WTA),external-id,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P598,commander of (DEPRECATED),"for persons who are notable as commanding officers, the units they commanded",wikibase-item,3,3,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P607,participated in conflict,"battles, wars or other military engagements in which the person or item participated",wikibase-item,14,5,Key Files\2-12-26 Chrystallum Architecture - CONSOLIDATED.md | Prompts\extraction_agent.txt | Relationships\relationship_types_registry_master.csv | Relationships\relationship_types_registry_master.pre_property_catalog_enrichment_2026-02-13.csv | Relationships\relationship_types_registry_master.pre_pvalue_curation2_2026-02-13.csv,yes
P609,terminus location,location of the terminus of a linear feature,wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P612,mother house,principal house or community for a religious institute,wikibase-item,4,3,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P613,OS grid reference,grid location reference from the Ordnance Survey National Grid reference system used in Great Britain,string,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P614,,,,4,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P615,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P617,yard number,identifier of a ship assigned by its builder (shipyard),string,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P618,source of energy,describes the source of energy an animated object (machine or animal) uses,wikibase-item,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P619,UTC date of spacecraft launch,date of spacecraft launch in UTC,time,4,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P623,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P624,guidance system,guidance system of a missile,wikibase-item,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P625,coordinate location,"geocoordinates of the subject. For Earth, please note that only the WGS84 geodetic datum is currently supported",globe-coordinate,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P629,edition or translation of,is an edition or translation of this entity,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P634,team captain,captain of this sports team,wikibase-item,4,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P636,route of administration,"path by which a drug, fluid, poison, or other substance is taken into the body",wikibase-item,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P638,PDB structure ID,identifier for 3D structural data as per the PDB (Protein Data Bank) database,external-id,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P639,RefSeq RNA ID,RNA Identifier,external-id,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P640,Léonore ID,identifier of a person in the Léonore database,external-id,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P642,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P644,genomic start,genomic starting coordinate of the biological sequence (e.g. a gene),string,11,3,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P647,drafted by,which team the player was drafted by,wikibase-item,5,3,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P648,Open Library ID,"identifier for a work (""W""), edition (""M"") or author (""A"") for book data of the Internet Archive",external-id,4,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
